Case #1: 190
4 31 128518
4 32 140600
4 33 185575
4 34 83809
4 35 110304
4 36 170457
5 6 115888
5 7 64120
5 8 120924
5 9 81382
5 10 134339
5 11 85406
5 12 47604
5 13 61971
5 14 118059
5 15 28325
5 16 171645
5 17 70252
5 18 182078
5 19 94496
5 20 53722
5 21 187452
5 22 113718
5 23 99084
5 24 73558
5 25 107405
5 26 129105
5 27 31819
5 28 93199
5 29 72448
5 30 13003
5 31 35559
5 32 107301
5 33 116706
5 34 80268
5 35 106763
5 36 165432
6 7 111628
6 8 96308
6 9 96992
6 10 89832
6 11 143968
6 12 68284
6 13 70415
6 14 138739
6 15 96321
6 16 187255
6 17 45636
6 18 164353
6 19 162492
6 20 62166
6 21 162836
6 22 69211
6 23 180649
6 24 48942
6 25 127194
6 26 187667
6 27 90381
6 28 22689
6 29 120765
6 30 102885
6 31 80329
6 32 17345
6 33 76228
6 34 81543
6 35 93001
6 36 140816
7 8 128301
7 9 26273
7 10 147474
7 11 135735
7 12 60051
7 13 74418
7 14 130506
7 15 92445
7 16 116536
7 17 77629
7 18 196346
7 19 158616
7 20 66169
7 21 176019
7 22 126853
7 23 129191
7 24 80935
7 25 157734
7 26 179434
7 27 82148
7 28 100576
7 29 112532
7 30 77123
7 31 72096
7 32 128973
7 33 129153
7 34 30085
7 35 56580
7 36 172809
8 9 102028
8 10 120517
8 11 117218
8 12 73320
8 13 75451
8 14 143775
8 15 131965
8 16 192291
8 17 50672
8 18 68045
8 19 174132
8 20 73814
8 21 66528
8 22 99896
8 23 194002
8 24 53978
8 25 139217
8 26 177093
8 27 95417
8 28 73619
8 29 125801
8 30 107921
8 31 85365
8 32 102701
8 33 130186
8 34 105984
8 35 132479
8 36 44508
9 10 121201
9 11 109462
9 12 33778
9 13 48145
9 14 104233
9 15 109707
9 16 142809
9 17 51356
9 18 170073
9 19 134590
9 20 39896
9 21 168556
9 22 100580
9 23 154460
9 24 54662
9 25 131461
9 26 153161
9 27 55875
9 28 74303
9 29 86259
9 30 68379
9 31 45823
9 32 103385
9 33 102880
9 34 56358
9 35 82853
9 36 146536
10 11 100603
10 12 92493
10 13 94624
10 14 162948
10 15 130480
10 16 211464
10 17 69845
10 18 188562
10 19 96635
10 20 87481
10 21 179207
10 22 20621
10 23 189498
10 24 67645
10 25 78604
10 26 206118
10 27 108832
10 28 67143
10 29 139216
10 30 121336
10 31 98780
10 32 101216
10 33 149359
10 34 125157
10 35 137455
10 36 165025
11 12 75684
11 13 90051
11 14 146139
11 15 113731
11 16 199725
11 17 98332
11 18 174710
11 19 152406
11 20 81802
11 21 183746
11 22 79982
11 23 172276
11 24 101638
11 25 21999
11 26 150873
11 27 53587
11 28 121279
11 29 94216
11 30 86195
11 31 63639
11 32 143497
11 33 144786
11 34 108348
11 35 134843
11 36 161726
12 13 14367
12 14 70455
12 15 75929
12 16 124041
12 17 22648
12 18 141365
12 19 100812
12 20 6118
12 21 139848
12 22 71872
12 23 120682
12 24 25954
12 25 97683
12 26 119383
12 27 22097
12 28 45595
12 29 52481
12 30 34601
12 31 12045
12 32 74677
12 33 69102
12 34 32664
12 35 59159
12 36 117828
13 14 84822
13 15 90296
13 16 138408
13 17 24779
13 18 143496
13 19 115179
13 20 8249
13 21 141979
13 22 74003
13 23 135049
13 24 28085
13 25 112050
13 26 133750
13 27 36464
13 28 47726
13 29 66848
13 30 48968
13 31 26412
13 32 76808
13 33 71233
13 34 47031
13 35 73526
13 36 119959
14 15 146384
14 16 194496
14 17 93103
14 18 211820
14 19 171267
14 20 76573
14 21 210303
14 22 142327
14 23 191137
14 24 96409
14 25 168138
14 26 189838
14 27 92552
14 28 116050
14 29 122936
14 30 105056
14 31 82500
14 32 145132
14 33 139557
14 34 103119
14 35 129614
14 36 188283
15 16 199970
15 17 81293
15 18 200010
15 19 66171
15 20 82047
15 21 198493
15 22 109859
15 23 127409
15 24 77987
15 25 135730
15 26 157430
15 27 60144
15 28 104240
15 29 100773
15 30 41328
15 31 63884
15 32 78976
15 33 145031
15 34 108593
15 35 135088
15 36 176473
16 17 141619
16 18 260336
16 19 224853
16 20 130159
16 21 217317
16 22 190843
16 23 229068
16 24 144925
16 25 221724
16 26 243424
16 27 146138
16 28 164566
16 29 176522
16 30 158642
16 31 136086
16 32 193648
16 33 193143
16 34 129962
16 35 173116
16 36 236799
17 18 118717
17 19 123460
17 20 23142
17 21 117200
17 22 49224
17 23 143330
17 24 3306
17 25 107207
17 26 142031
17 27 44745
17 28 22947
17 29 75129
17 30 57249
17 31 34693
17 32 52029
17 33 86126
17 34 55312
17 35 81807
17 36 95180
18 19 235286
18 20 135247
18 21 134573
18 22 167941
18 23 255156
18 24 122023
18 25 152711
18 26 245138
18 27 156571
18 28 141664
18 29 186955
18 30 169075
18 31 146519
18 32 170746
18 33 198231
18 34 174029
18 35 200524
18 36 112553
19 20 106930
19 21 240660
19 22 117256
19 23 193580
19 24 126766
19 25 174405
19 26 196105
19 27 98819
19 28 146407
19 29 129203
19 30 107499
19 31 88767
19 32 145147
19 33 169914
19 34 133476
19 35 159971
19 36 218640
20 21 133730
20 22 66860
20 23 126800
20 24 19836
20 25 103801
20 26 125501
20 27 28215
20 28 39477
20 29 58599
20 30 40719
20 31 18163
20 32 68559
20 33 62984
20 34 38782
20 35 65277
20 36 111710
21 22 166424
21 23 189658
21 24 120506
21 25 205745
21 26 243621
21 27 161945
21 28 140147
21 29 192329
21 30 174449
21 31 151893
21 32 169229
21 33 196714
21 34 145934
21 35 119439
21 36 111036
22 23 168877
22 24 47024
22 25 57983
22 26 185497
22 27 88211
22 28 46522
22 29 118595
22 30 100715
22 31 78159
22 32 80595
22 33 128738
22 34 104536
22 35 116834
22 36 144404
23 24 146636
23 25 153310
23 26 215975
23 27 118689
23 28 166277
23 29 149073
23 30 86081
23 31 108637
23 32 188495
23 33 189784
23 34 99106
23 35 125601
23 36 167638
24 25 105007
24 26 145337
24 27 48051
24 28 26253
24 29 78435
24 30 60555
24 31 37999
24 32 48723
24 33 82820
24 34 58618
24 35 85113
24 36 98486
25 26 172872
25 27 75586
25 28 104505
25 29 116215
25 30 108194
25 31 85638
25 32 138578
25 33 166785
25 34 130347
25 35 156842
25 36 183725
26 27 97286
26 28 164978
26 29 137915
26 30 129894
26 31 107338
26 32 187196
26 33 188485
26 34 152047
26 35 178542
26 36 221601
27 28 67692
27 29 40629
27 30 32608
27 31 10052
27 32 89910
27 33 91199
27 34 54761
27 35 81256
27 36 139925
28 29 98076
28 30 80196
28 31 57640
28 32 40034
28 33 98917
28 34 78259
28 35 70312
28 36 118127
29 30 62992
29 31 40436
29 32 120294
29 33 121583
29 34 85145
29 35 111640
29 36 170309
30 31 22556
30 32 102414
30 33 103703
30 34 67265
30 35 93760
30 36 152429
31 32 79858
31 33 81147
31 34 44709
31 35 71204
31 36 129873
32 33 93573
32 34 98888
32 35 110346
32 36 147209
33 34 101766
33 35 128261
33 36 174694
34 35 86665
34 36 150492
35 36 141459
Case #339: Impossible
Case #340: Impossible
Case #341: 741
1 2 186837
1 3 237293
1 4 163397
1 5 215059
1 6 231315
1 7 246304
1 8 165942
1 9 252624
1 10 146207
1 11 138104
1 12 330970
1 13 231272
1 14 322218
1 15 221590
1 16 106914
1 17 384885
1 18 353364
1 19 119504
1 20 298030
1 21 258533
1 22 193704
1 23 252588
1 24 200563
1 25 348351
1 26 153666
1 27 208713
1 28 199868
1 29 241015
1 30 163106
1 31 179422
1 32 359558
1 33 319916
1 34 204460
1 35 272036
1 36 159128
1 37 238595
1 38 194266
1 39 367813
2 3 228534
2 4 66852
2 5 86464
2 6 102720
2 7 114885
2 8 182363
2 9 103635
2 10 40630
2 11 157913
2 12 213283
2 13 134727
2 14 147387
2 15 122282
2 16 123335
2 17 198048
2 18 224769
2 19 110745
2 20 166611
2 21 71696
2 22 94396
2 23 156043
2 24 91494
2 25 242774
2 26 170087
2 27 225134
2 28 103323
2 29 135438
2 30 57529
2 31 82877
2 32 253981
2 33 214339
2 34 220881
2 35 143441
2 36 27709
2 37 157891
2 38 88689
2 39 262236
3 4 186862
3 5 238524
3 6 229600
3 7 288001
3 8 183175
3 9 225443
3 10 187904
3 11 208369
3 12 375056
3 13 254737
3 14 320503
3 15 245055
3 16 130379
3 17 422328
3 18 351649
3 19 117789
3 20 339727
3 21 295976
3 22 217169
3 23 244136
3 24 176824
3 25 302262
3 26 288955
3 27 232178
3 28 223333
3 29 257246
3 30 179337
3 31 177707
3 32 377537
3 33 339614
3 34 227925
3 35 270321
3 36 200825
3 37 278811
3 38 148177
3 39 402095
4 5 97898
4 6 67918
4 7 126319
4 8 115511
4 9 89227
4 10 52064
4 11 134473
4 12 227632
4 13 67875
4 14 158821
4 15 107874
4 16 56483
4 17 264900
4 18 189967
4 19 69073
4 20 178045
4 21 138548
4 22 79988
4 23 89191
4 24 102928
4 25 236250
4 26 103235
4 27 158282
4 28 36471
4 29 121030
4 30 43121
4 31 16025
4 32 219179
4 33 179537
4 34 154029
4 35 108639
4 36 39143
4 37 143483
4 38 74281
4 39 273670
5 6 133766
5 7 145931
5 8 167173
5 9 171159
5 10 71676
5 11 186135
5 12 299747
5 13 165773
5 14 233851
5 15 127486
5 16 108145
5 17 284512
5 18 138305
5 19 120735
5 20 151421
5 21 158160
5 22 99600
5 23 108803
5 24 122540
5 25 273820
5 26 201133
5 27 209944
5 28 134369
5 29 140642
5 30 62733
5 31 113923
5 32 167517
5 33 245385
5 34 205691
5 35 174487
5 36 58755
5 37 163095
5 38 93893
5 39 247046
6 7 162187
6 8 83031
6 9 125095
6 10 87932
6 11 202391
6 12 248069
6 13 135793
6 14 134859
6 15 143742
6 16 124401
6 17 300768
6 18 204396
6 19 111811
6 20 213913
6 21 174416
6 22 115856
6 23 125059
6 24 138796
6 25 200382
6 26 171153
6 27 125802
6 28 104389
6 29 156898
6 30 104831
6 31 51893
6 32 255047
6 33 215405
6 34 121549
6 35 144507
6 36 75011
6 37 179351
6 38 135991
6 39 309538
7 8 241830
7 9 183496
7 10 100097
7 11 260792
7 12 301507
7 13 194194
7 14 253090
7 15 181749
7 16 182802
7 17 312933
7 18 284236
7 19 170212
7 20 226078
7 21 186581
7 22 153863
7 23 163066
7 24 150961
7 25 302241
7 26 229554
7 27 284601
7 28 162790
7 29 194905
7 30 116996
7 31 110294
7 32 313448
7 33 273806
7 34 280348
7 35 202908
7 36 87176
7 37 217358
7 38 148156
7 39 321703
8 9 203342
8 10 141733
8 11 137018
8 12 254388
8 13 183386
8 14 216684
8 15 173704
8 16 59028
8 17 239153
8 18 287427
8 19 71618
8 20 293556
8 21 112801
8 22 145818
8 23 204702
8 24 152677
8 25 283413
8 26 105780
8 27 160827
8 28 82428
8 29 235145
8 30 158632
8 31 131536
8 32 334690
8 33 293443
8 34 156574
8 35 224150
8 36 154654
8 37 232640
8 38 189792
8 39 363339
9 10 125325
9 11 223700
9 12 205292
9 13 157102
9 14 215998
9 15 165051
9 16 145710
9 17 227649
9 18 238580
9 19 133120
9 20 189015
9 21 175331
9 22 137165
9 23 125974
9 24 160105
9 25 325477
9 26 192462
9 27 247509
9 28 125698
9 29 31803
9 30 108426
9 31 73202
9 32 244306
9 33 236714
9 34 243256
9 35 165816
9 36 128370
9 37 54256
9 38 77266
9 39 284611
10 11 160695
10 12 253913
10 13 119939
10 14 188017
10 15 107494
10 16 82705
10 17 238678
10 18 209981
10 19 70115
10 20 151823
10 21 112326
10 22 79608
10 23 141255
10 24 76706
10 25 202144
10 26 155299
10 27 184504
10 28 62693
10 29 94808
10 30 16899
10 31 68089
10 32 213351
10 33 173709
10 34 180251
10 35 128653
10 36 12921
10 37 117261
10 38 48059
10 39 221606
11 12 322667
11 13 202348
11 14 188846
11 15 192666
11 16 77990
11 17 355961
11 18 324440
11 19 90580
11 20 190820
11 21 229609
11 22 164780
11 23 223664
11 24 171639
11 25 362839
11 26 237708
11 27 179789
11 28 170944
11 29 212091
11 30 177594
11 31 150498
11 32 353652
11 33 312405
11 34 175536
11 35 243112
11 36 173616
11 37 251602
11 38 208754
11 39 382301
12 13 290986
12 14 354403
12 15 283062
12 16 244677
12 17 411331
12 18 385549
12 19 257267
12 20 327395
12 21 284979
12 22 255176
12 23 264379
12 24 298510
12 25 122611
12 26 330867
12 27 346476
12 28 264103
12 29 237095
12 30 270753
12 31 211607
12 32 446811
12 33 375119
12 34 342201
12 35 304221
12 36 240992
12 37 259548
12 38 282558
12 39 475519
13 14 165660
13 15 169480
13 16 124358
13 17 332775
13 18 257842
13 19 136948
13 20 245920
13 21 206423
13 22 141594
13 23 157066
13 24 170803
13 25 168375
13 26 171110
13 27 156603
13 28 104346
13 29 188905
13 30 110996
13 31 83900
13 32 277787
13 33 247412
13 34 221904
13 35 176514
13 36 107018
13 37 211358
13 38 142156
13 39 341545
14 15 234645
14 16 215304
14 17 345435
14 18 316738
14 19 202714
14 20 216287
14 21 219083
14 22 206759
14 23 215962
14 24 204505
14 25 334035
14 26 262056
14 27 259455
14 28 134256
14 29 247801
14 30 201942
14 31 142796
14 32 378000
14 33 306308
14 34 256408
14 35 235410
14 36 175096
14 37 270254
14 38 180658
14 39 409623
15 16 114676
15 17 320330
15 18 265791
15 19 127266
15 20 207633
15 21 193978
15 22 27886
15 23 114391
15 24 158358
15 25 283796
15 26 161428
15 27 216475
15 28 138076
15 29 196854
15 30 124393
15 31 91849
15 32 255677
15 33 255361
15 34 212222
15 35 184463
15 36 94573
15 37 198913
15 38 129711
15 39 253577
16 17 298181
16 18 246450
16 19 12590
16 20 234528
16 21 171829
16 22 86790
16 23 145674
16 24 93649
16 25 284849
16 26 159718
16 27 101799
16 28 92954
16 29 177513
16 30 99604
16 31 72508
16 32 275662
16 33 234415
16 34 97546
16 35 165122
16 36 95626
16 37 173612
16 38 130764
16 39 304311
17 18 422817
17 19 308793
17 20 364659
17 21 126352
17 22 292444
17 23 322041
17 24 289542
17 25 440822
17 26 344933
17 27 357420
17 28 301371
17 29 259452
17 30 255577
17 31 248875
17 32 384536
17 33 412387
17 34 353167
17 35 341489
17 36 225757
17 37 173393
17 38 286737
17 39 300880
18 19 233860
18 20 170098
18 21 296465
18 22 237905
18 23 247108
18 24 260845
18 25 362122
18 26 273945
18 27 330198
18 28 226438
18 29 270383
18 30 201038
18 31 173942
18 32 305822
18 33 337454
18 34 325945
18 35 266556
18 36 197060
18 37 292836
18 38 232198
18 39 385351
19 20 221938
19 21 182441
19 22 99380
19 23 133084
19 24 106239
19 25 272259
19 26 172308
19 27 114389
19 28 105544
19 29 164923
19 30 87014
19 31 59918
19 32 283466
19 33 221825
19 34 110136
19 35 152532
19 36 83036
19 37 161022
19 38 118174
19 39 291721
20 21 238307
20 22 205589
20 23 260224
20 24 202687
20 25 353967
20 26 281280
20 27 169246
20 28 214516
20 29 220818
20 30 168722
20 31 194070
20 32 317268
20 33 279296
20 34 332074
20 35 208398
20 36 138902
20 37 243271
20 38 199882
20 39 373429
21 22 166092
21 23 195689
21 24 163190
21 25 314470
21 26 218581
21 27 273628
21 28 175019
21 29 207134
21 30 129225
21 31 122523
21 32 258184
21 33 286035
21 34 226815
21 35 215137
21 36 99405
21 37 229587
21 38 160385
21 39 333932
22 23 86505
22 24 130472
22 25 255910
22 26 133542
22 27 188589
22 28 116459
22 29 168968
22 30 96507
22 31 63963
22 32 227791
22 33 227475
22 34 184336
22 35 156577
22 36 66687
22 37 191421
22 38 101825
22 39 225691
23 24 160069
23 25 265113
23 26 192426
23 27 247473
23 28 125662
23 29 157777
23 30 127119
23 31 73166
23 32 276320
23 33 234130
23 34 243220
23 35 165780
23 36 128334
23 37 180230
23 38 95959
23 39 284575
24 25 278850
24 26 206163
24 27 195448
24 28 70249
24 29 171514
24 30 93605
24 31 86903
24 32 290057
24 33 250415
24 34 191195
24 35 179517
24 36 63785
24 37 193967
24 38 124765
24 39 298312
25 26 269931
25 27 324978
25 28 264837
25 29 296952
25 30 219043
25 31 252275
25 32 383445
25 33 365996
25 34 321931
25 35 330797
25 36 215065
25 37 319405
25 38 250203
25 39 423750
26 27 261517
26 28 139706
26 29 224265
26 30 146356
26 31 119260
26 32 296573
26 33 281167
26 34 144298
26 35 211874
26 36 142378
26 37 220364
26 38 177516
26 39 359233
27 28 125199
27 29 279312
27 30 201403
27 31 174307
27 32 377461
27 33 308542
27 34 199345
27 35 237644
27 36 197425
27 37 275411
27 38 232563
27 39 406110
28 29 157501
28 30 79592
28 31 52496
28 32 255650
28 33 216008
28 34 190500
28 35 145110
28 36 75614
28 37 179954
28 38 110752
28 39 284299
29 30 77909
29 31 105005
29 32 276109
29 33 268517
29 34 275059
29 35 197619
29 36 107729
29 37 86059
29 38 109069
29 39 316414
30 31 59146
30 32 198200
30 33 190608
30 34 197150
30 35 119710
30 36 29820
30 37 100362
30 38 31160
30 39 238505
31 32 235204
31 33 163512
31 34 170054
31 35 92614
31 36 55168
31 37 127458
31 38 90306
31 39 289654
32 33 387060
32 34 276111
32 35 317910
32 36 226272
32 37 298562
32 38 229360
32 39 414563
33 34 226555
33 35 70898
33 36 186630
33 37 290970
33 38 221768
33 39 180225
34 35 155657
34 36 193172
34 37 271158
34 38 228310
34 39 401857
35 36 115732
35 37 220072
35 38 150870
35 39 251123
36 37 130182
36 38 60980
36 39 234527
37 38 131522
37 39 338867
38 39 253918
Case #342: Impossible
Case #343: 36
1 2 546983
1 3 561609
1 4 733861
1 5 815217
1 6 769940
1 7 585193
1 8 479620
1 9 538126
2 3 14626
2 4 301832
2 5 529479
2 6 608985
2 7 38210
2 8 323762
2 9 555374
3 4 316458
3 5 514853
3 6 594359
3 7 52836
3 8 309136
3 9 540748
4 5 613409
4 6 692915
4 7 263622
4 8 265910
4 9 497522
5 6 79506
5 7 567689
5 8 347499
5 9 311320
6 7 629965
6 8 427005
6 9 231814
7 8 361972
7 9 593584
8 9 231612
Case #344: 66
1 2 8381
1 3 140885
1 4 208677
1 5 409974
1 6 372801
1 7 396606
1 8 349408
1 9 230482
1 10 329610
1 11 295753
1 12 116813
2 3 149266
2 4 200296
2 5 415748
2 6 364420
2 7 388225
2 8 341027
2 9 222101
2 10 321229
2 11 287372
2 12 108432
3 4 332800
3 5 534374
3 6 483046
3 7 384499
3 8 441583
3 9 340727
3 10 453733
3 11 275456
3 12 240936
4 5 392648
4 6 341320
4 7 371657
4 8 406997
4 9 415429
4 10 457285
4 11 357126
4 12 91864
5 6 51328
5 7 367961
5 8 167246
5 9 324189
5 10 327108
5 11 258918
5 12 484512
6 7 316633
6 8 115918
6 9 272861
6 10 364634
6 11 207590
6 12 433184
7 8 423782
7 9 174314
7 10 541956
7 11 109043
7 12 279793
8 9 249468
8 10 248716
8 11 314739
8 12 449459
9 10 498184
9 11 65271
9 12 323565
10 11 432913
10 12 429661
11 12 265262
Case #345: Impossible
Case #346: 741
1 2 220864
1 3 157436
1 4 134954
1 5 176123
1 6 140396
1 7 104893
1 8 163834
1 9 123954
1 10 90943
1 11 153123
1 12 141629
1 13 227616
1 14 159180
1 15 168330
1 16 167544
1 17 128619
1 18 126298
1 19 158318
1 20 146791
1 21 169983
1 22 95108
1 23 192140
1 24 90924
1 25 176044
1 26 110518
1 27 112980
1 28 214991
1 29 168280
1 30 150869
1 31 217412
1 32 195056
1 33 241513
1 34 107703
1 35 255475
1 36 316580
1 37 106019
1 38 164564
1 39 118848
2 3 167573
2 4 174008
2 5 196121
2 6 192025
2 7 143947
2 8 206442
2 9 132780
2 10 129997
2 11 163260
2 12 180683
2 13 265783
2 14 179302
2 15 228151
2 16 145482
2 17 137445
2 18 184861
2 19 217322
2 20 156928
2 21 178992
2 22 134162
2 23 231194
2 24 129978
2 25 215069
2 26 170402
2 27 151996
2 28 225128
2 29 207334
2 30 240992
2 31 256466
2 32 405232
2 33 242797
2 34 138351
2 35 295333
2 36 327861
2 37 114845
2 38 201338
2 39 127674
3 4 56395
3 5 55022
3 6 46454
3 7 54609
3 8 170870
3 9 101646
3 10 68597
3 11 4313
3 12 119283
3 13 124560
3 14 25415
3 15 74388
3 16 29332
3 17 106311
3 18 114178
3 19 141230
3 20 10645
3 21 33837
3 22 72762
3 23 169794
3 24 68578
3 25 153580
3 26 107024
3 27 88568
3 28 78845
3 29 145934
3 30 134816
3 31 135871
3 32 297693
3 33 126647
3 34 76989
3 35 179183
3 36 277331
3 37 83711
3 38 114280
3 39 96540
4 5 111417
4 6 102849
4 7 58037
4 8 150760
4 9 77098
4 10 52455
4 11 60708
4 12 94773
4 13 180955
4 14 81810
4 15 130783
4 16 85727
4 17 81763
4 18 100272
4 19 131412
4 20 67040
4 21 90232
4 22 48252
4 23 145284
4 24 52436
4 25 137594
4 26 92860
4 27 74492
4 28 135240
4 29 129792
4 30 156403
4 31 170556
4 32 319322
4 33 183042
4 34 52441
4 35 235578
4 36 269724
4 37 59163
4 38 117708
4 39 71992
5 6 92850
5 7 88341
5 8 191929
5 9 63341
5 10 85218
5 11 50709
5 12 135904
5 13 145628
5 14 71811
5 15 116273
5 16 63064
5 17 103876
5 18 141403
5 19 172581
5 20 44377
5 21 80233
5 22 89383
5 23 186415
5 24 85199
5 25 170319
5 26 125623
5 27 107255
5 28 112577
5 29 162555
5 30 168548
5 31 93513
5 32 279929
5 33 160379
5 34 101978
5 35 210448
5 36 268634
5 37 81276
5 38 148012
5 39 94105
6 7 92437
6 8 149314
6 9 95115
6 10 89276
6 11 50767
6 12 140000
6 13 149724
6 14 71869
6 15 36126
6 16 67160
6 17 99780
6 18 145499
6 19 176677
6 20 48473
6 21 80291
6 22 93479
6 23 190511
6 24 89295
6 25 174415
6 26 129719
6 27 71528
6 28 116673
6 29 166651
6 30 172644
6 31 97609
6 32 335452
6 33 164475
6 34 97668
6 35 214544
6 36 264538
6 37 77180
6 38 134997
6 39 64351
7 8 120699
7 9 47037
7 10 13988
7 11 58922
7 12 64674
7 13 157879
7 14 71398
7 15 120371
7 16 83941
7 17 51740
7 18 70173
7 19 101389
7 20 65254
7 21 79820
7 22 18153
7 23 115185
7 24 14007
7 25 107495
7 26 54393
7 27 36025
7 28 133454
7 29 91325
7 30 126304
7 31 112519
7 32 289261
7 33 164596
7 34 22380
7 35 219041
7 36 239625
7 37 29140
7 38 59671
7 39 41931
8 9 135190
8 10 106711
8 11 170995
8 12 157435
8 13 63782
8 14 145455
8 15 113188
8 16 183350
8 17 114197
8 18 93220
8 19 156800
8 20 164663
8 21 155744
8 22 110914
8 23 207946
8 24 106730
8 25 175279
8 26 109000
8 27 128748
8 28 200158
8 29 145932
8 30 180911
8 31 174671
8 32 358890
8 33 227053
8 34 115103
8 35 253957
8 36 250514
8 37 117255
8 38 178090
8 39 104426
9 10 33049
9 11 97333
9 12 83773
9 13 173314
9 14 80284
9 15 129257
9 16 109688
9 17 40535
9 18 87951
9 19 120412
9 20 91001
9 21 82082
9 22 37252
9 23 134284
9 24 33068
9 25 118159
9 26 73492
9 27 55086
9 28 159201
9 29 110424
9 30 144082
9 31 156854
9 32 288567
9 33 183657
9 34 41441
9 35 238102
9 36 205293
9 37 17935
9 38 104428
9 39 30764
10 11 64284
10 12 50724
10 13 170493
10 14 68237
10 15 117210
10 16 76639
10 17 37752
10 18 56223
10 19 87401
10 20 57952
10 21 79299
10 22 4203
10 23 101235
10 24 19
10 25 93545
10 26 40443
10 27 22037
10 28 126152
10 29 77375
10 30 112354
10 31 126507
10 32 275273
10 33 150608
10 34 16798
10 35 205053
10 36 228168
10 37 15152
10 38 73659
10 39 27981
11 12 114970
11 13 120247
11 14 29728
11 15 78228
11 16 25019
11 17 101998
11 18 118491
11 19 145543
11 20 6332
11 21 29524
